"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_Ability_item_visage_1_Lore"				"我可以放两个大了"
		"DOTA_Tooltip_Ability_item_visage_1_bonus_health_regen_pct"	"%生命回复："
		"DOTA_Tooltip_Ability_item_visage_1_bonus_mana_regen_pct"	"%魔法回复："
		"DOTA_Tooltip_ability_item_visage_2"					"异域魔眼"
		"DOTA_Tooltip_ability_item_visage_2_Description"		"<h1>主动：魔眼凝视</h1>发出一波弱化冲击，使%radius%范围敌方单位减少%reduce_resistance%%%魔法抗性。并使受到的伤害增加\n<h1>被动：透视</h1>魔法伤害将无视目标%ignore_resistance%%%的魔法抗性。"
		"DOTA_Tooltip_ability_item_visage_2_bonus_magic_damage"	"%+额外魔法伤害"
		"DOTA_Tooltip_ability_item_visage_3"					"陵卫斗篷"
		"DOTA_Tooltip_ability_item_visage_3_Description"		"<h1>被动：魔法护盾</h1>每%interval%秒生成一个相当于最大生命值%shield_percent%%%的魔法护盾用来吸收魔法伤害。\n陵墓守卫者的斗篷，能抵消使用者受到的一部分魔法伤害。"
		"DOTA_Tooltip_ability_item_visage_3_bonus_resistance"	"%+魔法抗性"
		"DOTA_Tooltip_ability_item_visage_3_bonus_health_pct"	"%+生命值"
		"DOTA_Tooltip_ability_item_visage_4"					"死神披风"
		"DOTA_Tooltip_ability_item_visage_4_Description"		"<h1>主动：倒转阴阳</h1>刷新你的所有技能，并在%duration%秒内提升%damage_increase%%%伤害输出。\n<h1>被动：透视</h1>魔法伤害将无视目标%ignore_resistance%%%的魔法抗性。\n<h1>被动：魔法护盾</h1>每%interval%秒生成一个相当于最大生命值%shield_percent%%%的魔法护盾用来吸收魔法伤害。"
		"DOTA_Tooltip_ability_item_visage_4_bonus_resistance"	"%+魔法抗性"
		"DOTA_Tooltip_ability_item_visage_4_bonus_health_pct"	"%+生命值"
		"DOTA_Tooltip_Ability_item_visage_4_bonus_health_regen_pct"	"%生命回复："
		"DOTA_Tooltip_Ability_item_visage_4_bonus_mana_regen_pct"	"%魔法回复："
		// 火焰恶魔
		"DOTA_Tooltip_ability_fire_glove"	"恶魔之拳"
		"DOTA_Tooltip_ability_fire_glove_Description"	"陵墓守卫者的斗篷，能抵挡大量的魔法伤害。<br></br><br></br><font color=\"#5bc0de\">被动：魔法护盾 - 每5秒生成一个相当于最大生命值20%%的魔法护盾用来吸收魔法伤害。</font>"
		"DOTA_Tooltip_ability_fire_head"	"巴风特之颅"
		"DOTA_Tooltip_ability_fire_head_Description"	"陵墓守卫者的斗篷，能抵挡大量的魔法伤害。<br></br><br></br><font color=\"#5bc0de\">被动：魔法护盾 - 每5秒生成一个相当于最大生命值20%%的魔法护盾用来吸收魔法伤害。</font>"
		"DOTA_Tooltip_ability_item_demon_heart"	"恶魔的心脏"
		"DOTA_Tooltip_ability_item_demon_heart_Description"	"恶魔的心脏，拥有强大的生命力"
		// 克洛托
		"DOTA_Tooltip_Ability_item_blood_fruit"	"克洛托的精血"
		"DOTA_Tooltip_Ability_item_blood_fruit_Description"	"<h1>主动：神之血</h1>喝下它能提升使用者的体质，全属性成长提升一点，并提升一定的主属性，提升量与与克洛托的等级有关。\n一滴蕴含强大神力的血"
		"DOTA_Tooltip_Ability_item_blood_fruit_Lore"	"女神的妹汁"
		"DOTA_Tooltip_ability_item_exp_fruit"	"神奇芒果"
		"DOTA_Tooltip_ability_item_exp_fruit_Description"	"<h1>主动：神奇芒果</h1>吃下它能提升10%% * 克洛托的等级的经验获得率，并提升一定的主属性，提升量与克洛托的等级有关。\n一颗神奇的芒果"
		"DOTA_Tooltip_ability_item_gold_fruit"	"命运奶酪"
		"DOTA_Tooltip_ability_item_gold_fruit_Description"	"<h1>主动：命运奶酪</h1>吃下它能提升10%% * 克洛托的等级的金钱获得率，并提升一定的主属性，提升量与克洛托的等级有关。\n一块神奇的奶酪"
		
		"DOTA_Tooltip_ability_item_water_gun"	"水枪"
		"DOTA_Tooltip_ability_item_water_gun_Description"	"一把水枪，将它朝着目标的脸上发射吧。被射中的单位减少750点移动速度，但是会获得5%每秒的生命回复，持续5秒。由于质量低劣，每次用完就要加水。"
		"DOTA_Tooltip_ability_item_water_gun_Lore"	"大概是水人小时候的玩具"
		
		"DOTA_Tooltip_ability_item_poison_water_gun"	"中毒的水枪"
		"DOTA_Tooltip_ability_item_poison_water_gun_Description"	"一把掺毒的水枪，将它朝着目标的脸上发射吧。被射中的单位增加750点移动速度，但是会减少5%每秒的生命回复，持续5秒。由于质量低劣，每次用完就要加水。"
		"DOTA_Tooltip_ability_item_poison_water_gun_Lore"	"大概是水人小时候的玩具"
		
		"DOTA_Tooltip_Ability_item_battlefury_ring"	"狂战陨戒"
		"DOTA_Tooltip_Ability_item_battlefury_ring_Description"	"<h1>主动：核聚变</h1>一次性吸收周围单位2%%的最大生命值，并将吸收的生命值转化为伤害，并额外附加全属性 * 100 * 难度系数的伤害。但自身会受到50%%的最大生命值的伤害。使用后3秒内，所有伤害将提升50%%。\n<h1>被动：陨星之核</h1>每3秒吸收周围所有单位1%%的最大生命值和攻击力，并提升1点全属性，攻击力只持续10秒，每当生命值减少10%%，吸收间隔降低0.2秒。\n<h1>被动：遇强则强</h1>每经过一波进攻，核聚变的伤害提升1%%。\n只有最强的战士能驾驭这枚戒指，而大多数人都将沉迷于其强大的力量而自我毁灭。"
		"DOTA_Tooltip_Ability_item_battlefury_ring_Lore"	"赤雨传奇工匠郎布宁的为神打造的兵器"
		// 宠物
		"DOTA_Tooltip_Ability_item_fire_egg"	"小火蛋"
		"DOTA_Tooltip_Ability_item_fire_egg_Description"	"<h1>主动：强身健体</h1>吃下这颗小火蛋，强身健体提升主属性。"
		"DOTA_Tooltip_Ability_item_fire_egg_Lore"	"每天一颗蛋"
		"DOTA_Tooltip_Ability_item_ice_egg"	"小冰蛋"
		"DOTA_Tooltip_Ability_item_ice_egg_Description"	"<h1>主动：强身健体</h1>吃下这颗小火蛋，强身健体提升全属性成长。"
		"DOTA_Tooltip_Ability_item_ice_egg_Lore"	"每天一颗蛋"
		"DOTA_Tooltip_Ability_item_gold_egg"	"小金蛋"
		"DOTA_Tooltip_Ability_item_gold_egg_Description"	"<h1>主动：强身健体</h1>吃下这颗小金蛋，强身健体提升全属性成长。"
		"DOTA_Tooltip_Ability_item_gold_egg_Lore"	"每天一颗蛋"
		// 补天石
		"DOTA_Tooltip_ability_item_butianshi"	"补天石"
		"DOTA_Tooltip_ability_item_butianshi_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。\n\n<font color=\"#337ab7\">击杀转生Boss掉落</font>"
		"DOTA_Tooltip_ability_item_butianshi_Lore"	"据说是东方的女娲补天时的余料"
		// 宝石
		"DOTA_Tooltip_ability_item_baoshi_1"	"金属原石"
		"DOTA_Tooltip_ability_item_baoshi_1_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。<br></br><br></br><font color=\"#337ab7\">击杀食人魔掉落</font>"
		"DOTA_Tooltip_ability_item_baoshi_1_Lore"	"据说是东方的女娲补天时的余料"
		"DOTA_Tooltip_ability_item_baoshi_2"	"大地原石"
		"DOTA_Tooltip_ability_item_baoshi_2_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。<br></br><br></br><font color=\"#337ab7\">击杀树精掉落</font>"
		"DOTA_Tooltip_ability_item_baoshi_2_Lore"	"据说是东方的女娲补天时的余料"
		"DOTA_Tooltip_ability_item_baoshi_3"	"海洋原石"
		"DOTA_Tooltip_ability_item_baoshi_3_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。<br></br><br></br><font color=\"#337ab7\">击杀死灵龙掉落</font>"
		"DOTA_Tooltip_ability_item_baoshi_3_Lore"	"据说是东方的女娲补天时的余料"
		"DOTA_Tooltip_ability_item_baoshi_4"	"火山原石"
		"DOTA_Tooltip_ability_item_baoshi_4_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。<br></br><br></br><font color=\"#337ab7\">击杀沙王掉落</font>"
		"DOTA_Tooltip_ability_item_baoshi_4_Lore"	"据说是东方的女娲补天时的余料"
		"DOTA_Tooltip_ability_item_baoshi_5"	"地狱原石"
		"DOTA_Tooltip_ability_item_baoshi_5_Description"	"一颗珍贵的石头，能将一些看起来毫不相关的东西糅合在一起并产生奇妙的共鸣，所以价格非常昂贵。<br></br><br></br><font color=\"#337ab7\">击杀火焰恶魔获得</font>"
		"DOTA_Tooltip_ability_item_baoshi_5_Lore"	"据说是东方的女娲补天时的余料"
		
		// 狂战陨戒
		"DOTA_Tooltip_ability_item_battlefury_ring_skill_radius"	"核聚变作用范围："
		"DOTA_Tooltip_ability_item_battlefury_ring_bonus_str"	"力量："
		"DOTA_Tooltip_ability_item_battlefury_ring_bonus_agi"	"敏捷："
		"DOTA_Tooltip_ability_item_battlefury_ring_bonus_int"	"智力："
		"DOTA_Tooltip_ability_item_battlefury_ring_skill_damage"	"核聚变全属性伤害系数："
		"DOTA_Tooltip_ability_item_battlefury_ring_aura_damage"	"%陨星之核吸收百分比："
		"DOTA_Tooltip_ability_item_battlefury_ring_aura_radius"	"陨星之核作用范围："
		"DOTA_Tooltip_ability_item_battlefury_ring_bonus_damage"	"%百分比所有伤害提升："
		"DOTA_Tooltip_ability_item_battlefury_ring_bonus_all_stats"	"全属性："
		"DOTA_Tooltip_ability_item_battlefury_ring_aura_interval"	"陨星之核初始吸收间隔："
		"DOTA_Tooltip_ability_item_battlefury_ring_suicide"	"%核聚变消耗生命值："
		"DOTA_Tooltip_ability_item_battlefury_ring_Note0"	"消耗生命效果无视无敌状态"
		"DOTA_Tooltip_ability_item_battlefury_ring_Note1"	"生命值不足时会造成死亡"
		"DOTA_Tooltip_ability_item_battlefury_ring_Note2"	"该伤害不享受任何伤害加成与伤害减免"

		"DOTA_Tooltip_ability_item_essence_str_1"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_1_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_1_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_1_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_1_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_1_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_1_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_1_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_1_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_1_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_2"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_2_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_2_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_2_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_2_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_2_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_2_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_2_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_2_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_2_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_3"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_3_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_3_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_3_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_3_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_3_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_3_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_3_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_3_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_3_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_4"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_4_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_4_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_4_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_4_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_4_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_4_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_4_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_4_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_4_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_5"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_5_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_5_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_5_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_5_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_5_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_5_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_5_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_5_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_5_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_6"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_6_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_6_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_6_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_6_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_6_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_6_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_6_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_6_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_6_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_7"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_7_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_7_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_7_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_7_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_7_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_7_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_7_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_7_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_7_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_8"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_8_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_8_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_8_str"			"+力量"
		"DOTA_Tooltip_ability_item_essence_str_8_agi"			"+敏捷"
		"DOTA_Tooltip_ability_item_essence_str_8_int"			"+智力"
		"DOTA_Tooltip_ability_item_essence_str_8_hp"			"+生命值"
		"DOTA_Tooltip_ability_item_essence_str_8_mp"			"+魔法值"
		"DOTA_Tooltip_ability_item_essence_str_8_hp_regen"		"+生命回复"
		"DOTA_Tooltip_ability_item_essence_str_8_mp_regen"		"+魔法回复"
		"DOTA_Tooltip_ability_item_essence_str_9"				"力量精华"
		"DOTA_Tooltip_ability_item_essence_str_9_Description"	"<h1>主动：精华跃迁</h1>将主要属性在力量，敏捷以及智力三者间切换。\n<h1>被动：聚合</h1>每击杀1个单位提升1点能量，也可吸收精华来提升能量，每获得%require_count%点能量会提升精华等级。\n一个蕴含远古留下来的三种原始能量之一的球体，可以通过吸收生物死后的能量或未知的精髓来修复它"
		"DOTA_Tooltip_ability_item_essence_str_9_Lore"			"内涵破碎的力量元素"
		"DOTA_Tooltip_ability_item_essence_str_9_str"			"+力量"
